timeHMS,emotion_level,subject
2020-11-11 12:41:18,4,A
2020-11-11 12:41:32,4,B
2020-11-11 12:41:55,1,B
2020-11-11 12:42:10,4,B
2020-11-11 12:42:30,2,C
2020-11-11 12:43:34,1,A
2020-11-11 12:44:05,1,A
2020-11-11 12:45:31,4,A
2020-11-11 12:47:05,-1,C
2020-11-11 12:48:19,4,B
2020-11-11 12:48:50,-1,A
2020-11-11 12:49:26,4,A
2020-11-11 12:50:48,4,C
2020-11-11 12:52:23,3,C
2020-11-11 12:52:29,4,B
2020-11-11 12:53:40,-2,C
