accx_mean,accy_mean,accz_mean,gyrx_mean,gyry_mean,gyrz_mean,accx_var,accy_var,accz_var,gyrx_var,gyry_var,gyrz_var,accx_max,accy_max,accz_max,gyrx_max,gyry_max,gyrz_max,accx_min,accy_min,accz_min,gyrx_min,gyry_min,gyrz_min,accn_max_fq,accn_max_peak,gyrn_max_fq,gyrn_max_peak
10159.870833333332,-687.3425,597.3366666666667,104.07833333333333,77.84833333333333,-127.49333333333334,33473.11414930557,15470.59352708335,149760.1366555557,44169.16553055553,495138.01366388885,24319.07328888885,10789,-337,2324,924,2147,381,9556,-1088,-441,-581,-2444,-649,5.865102639296188,61.56429417132272,1.9550342130987293,123.48293881482813
10142.99,-595.4433333333334,929.2758333333334,70.84333333333333,41.88916666666667,-111.72833333333334,67467.68156666668,34317.46512222222,315488.0497493055,106590.5671222223,1621622.8418826396,57933.53619722224,11140,-93,3411,1382,4817,698,8955,-1573,-1991,-1532,-8194,-1033,6.256109481915933,85.84509616610653,0.5865102639296187,393.98179971889994
10131.228333333333,-768.5883333333334,1030.9633333333334,87.60166666666667,45.748333333333335,-123.8725,29645.52453055557,8437.968863888891,95003.18698888886,27947.11299722217,474649.0149972221,12761.88457708333,10933,-436,2471,626,2445,228,9465,-1124,-180,-501,-3718,-496,6.451612903225806,64.44352734318583,1.5640273704789833,222.24250994125745
10134.5625,-774.7408333333333,998.1508333333334,83.56166666666667,43.306666666666665,-124.765,15195.594427083333,10755.133665972235,48843.208082638856,36961.39286388893,248249.2142888884,11548.56810833333,10496,-487,1665,937,1580,210,9744,-1141,312,-544,-1432,-454,13.098729227761485,51.00997218118189,1.5640273704789833,173.04851269998773
10139.630833333333,-884.8658333333333,809.5508333333333,83.75333333333333,73.25916666666667,-121.015,25921.68954930557,15118.559499305558,107430.98741597206,67759.0441555554,353465.7519993061,17493.304775,10801,-516,2122,949,1836,314,9680,-1332,-253,-886,-2688,-710,6.0606060606060606,50.536742730546514,3.3235581622678394,137.776940842446
10133.579166666666,-880.0383333333333,898.0516666666666,89.35166666666667,53.024166666666666,-117.84916666666666,69934.1153993056,18578.155197222215,336068.1206638892,77437.55966388887,1543487.7035826375,29302.816415972233,11374,-254,4004,967,4110,832,9167,-1407,-1117,-861,-7499,-820,5.669599217986314,103.39941062238563,0.19550342130987292,516.1074548989303
10101.921666666667,-1257.2566666666667,804.5741666666667,6.405,87.42666666666666,-93.95916666666666,47732.03886388891,61329.88578888893,147406.73116597199,152239.08264166678,666882.7112888894,73262.04749930552,11096,-383,2978,1620,2878,1051,9228,-1957,-612,-1282,-4895,-1192,4.301075268817204,78.46417051225161,0.7820136852394917,212.03734958731104
10116.614166666666,-998.7958333333333,1018.7983333333333,80.2275,36.611666666666665,-113.04916666666666,34298.690299305505,11704.687482638885,132633.9943305554,46180.962410416665,584297.2241972223,15510.030082638872,10959,-563,2583,973,2769,277,9463,-1300,-4,-550,-3651,-527,5.865102639296188,69.73599699914529,1.3685239491691104,230.63783311485062
10091.474166666667,-1125.87,1143.4041666666667,108.0425,-13.288333333333334,-136.35333333333332,46490.06599930553,38289.763100000004,179776.46914930586,213981.10902708326,876707.6035305549,44297.79182222224,11116,-409,2964,2235,4122,771,9348,-1842,-1664,-1251,-5895,-765,7.038123167155425,65.76233495636929,0.19550342130987292,345.08871659477285
10116.825,-1004.4291666666667,992.8466666666667,69.5725,28.335833333333333,-106.13916666666667,44738.552708333256,11616.519982638933,207520.12648888887,67645.1114104167,859309.6513826402,15863.571465972153,11147,-614,3633,1095,4506,368,9285,-1334,-746,-904,-5883,-509,5.669599217986314,80.27669243977064,0.39100684261974583,285.79840005678165
10090.6325,-1024.1075,1265.9925,93.75083333333333,50.23583333333333,-92.025,18365.579110416627,30780.787610416693,110577.04411041677,52631.46874930552,345078.1935493054,41997.37770833306,10530,-594,2466,742,2031,435,9497,-1625,461,-654,-1889,-765,13.880742913000978,32.91041226553,1.5640273704789833,188.73513398726126
10127.758333333333,-1060.9566666666667,716.5591666666667,94.26333333333334,19.020833333333332,-153.7525,11867.533263888887,29757.486455555576,61209.438165972184,73939.79398888885,248663.6970659725,31441.2829104168,10464,-411,1623,1053,1988,362,9744,-1805,-11,-1111,-1554,-942,8.406647116324535,38.53865770528675,0.19550342130987292,152.14109450984049
10094.990833333333,-1010.2016666666667,1242.3233333333333,81.55166666666666,25.546666666666667,-100.075,17447.52574930557,19035.83599722223,71733.53378888879,102315.45899722219,328153.72448889003,16021.139374999917,10547,-614,2158,1333,1714,496,9492,-1461,378,-977,-2090,-570,9.579667644183774,42.77338768967181,1.5640273704789833,217.98315196334545
10104.785,-770.7691666666667,1291.0908333333334,81.78,47.88166666666667,-123.37083333333334,43091.93544166672,24558.779215972227,237224.43924930572,99802.68493333328,878755.697663889,24726.689982638873,11370,-302,4028,1059,3549,490,9375,-1173,225,-1056,-5889,-759,5.474095796676441,100.38389638301183,0.39100684261974583,281.3772654912991
10088.673333333334,-895.2033333333334,1346.1416666666667,89.34833333333333,51.93833333333333,-119.30833333333334,53293.2216222223,36390.68865555554,219300.97826388926,115992.39366388904,850008.476197223,36080.63326388885,11450,-241,3699,1272,3604,539,9265,-1632,-128,-776,-5243,-765,3.9100684261974585,73.29550817893389,0.5865102639296187,170.2985096031335
10106.924166666666,-960.5466666666666,1077.4591666666668,69.84666666666666,76.32916666666667,-93.97333333333333,88343.93674930562,28301.97782222229,304142.45999930636,91469.78815555578,1673243.4041493034,36720.36928888895,11794,-144,4180,1156,5275,612,9199,-1368,-1085,-825,-9304,-856,5.474095796676441,136.4975023453978,0.19550342130987292,545.8628785553931
