accx_mean,accy_mean,accz_mean,gyrx_mean,gyry_mean,gyrz_mean,accx_var,accy_var,accz_var,gyrx_var,gyry_var,gyrz_var,accx_max,accy_max,accz_max,gyrx_max,gyry_max,gyrz_max,accx_min,accy_min,accz_min,gyrx_min,gyry_min,gyrz_min,accn_max_fq,accn_max_peak,gyrn_max_fq,gyrn_max_peak
6435.094166666667,1720.8608333333334,-7625.8725,13.941666666666666,-8.071666666666667,-20.930833333333332,33417.33196597221,1822.8514659722184,40674.771243750074,5318.534930555555,258517.53153055583,4906.476049305562,7177,1845,-6760,328,1531,261,5914,1464,-8479,-238,-3615,-348,9.188660801564026,55.727971801757995,0.39100684261974583,194.57438855788055
6574.2716666666665,1687.7741666666666,-7525.9275,19.5675,20.3475,-32.225833333333334,6568.852863888869,1450.3764993055572,15174.763910416697,4530.640443749987,85590.12007708348,4780.641499305634,6908,1850,-7002,279,1336,145,6378,1547,-8015,-177,-962,-379,10.361681329423265,28.33853190310841,0.5865102639296187,105.73673013589215
5953.17,1625.7083333333333,-8023.81,16.800833333333333,119.25916666666667,-23.689166666666665,106436.71443333337,4153.881597222198,78171.25389999985,12856.561165972213,706356.4719993062,19652.4592159722,6932,1933,-6909,486,2494,864,4938,1310,-8928,-641,-3804,-665,8.993157380254154,82.02200639265237,0.19550342130987292,389.4542013640597
6051.5975,1605.7966666666666,-7957.096666666666,27.498333333333335,11.954166666666667,-26.27166666666667,135496.42382708337,5401.241988888899,90220.76565555547,13673.28833055553,504686.73873263836,16482.654530555534,7037,1913,-6933,541,2080,529,4948,1366,-8967,-379,-3736,-598,8.01564027370479,79.42439113054027,2.7370478983382207,203.04145990330503
6027.695833333333,1561.4525,-7988.010833333334,20.9475,91.40416666666667,-25.136666666666667,58023.64831597225,2229.576077083331,45578.6323826389,8324.001410416675,513576.8258159716,8978.001322222213,6605,1718,-7402,370,1903,358,5341,1383,-8537,-269,-3932,-312,7.233626588465298,43.510176772393784,0.39100684261974583,259.66413367414043
5637.573333333334,1433.2366666666667,-8284.775,20.921666666666667,3.430833333333333,-34.156666666666666,66833.33628888891,4328.148988888907,50925.95604166636,8878.537197222198,431333.80354930507,13602.802122222212,6310,1759,-7671,468,2519,608,4728,1005,-9182,-452,-2682,-665,3.5190615835777126,76.94582333653979,0.19550342130987292,268.0308599572608
5440.2266666666665,1401.1483333333333,-8424.130833333333,20.6075,63.985,-20.58,50206.626955555636,2383.671330555553,30781.250382638897,8410.165110416676,334123.8197750004,8749.285266666671,6212,1608,-7839,334,2226,309,4738,1210,-8962,-257,-3054,-330,3.9100684261974585,44.68141046595477,0.9775171065493646,120.1772573838682
5088.239166666666,1516.4966666666667,-8605.883333333333,13.751666666666667,56.5475,-26.516666666666666,142654.26863263897,11499.861655555465,104596.659722222,34847.46999722239,1118935.727743751,51218.87972222251,6493,1943,-7382,608,4628,1248,4042,998,-9502,-976,-4944,-903,8.211143695014663,117.51195366755653,0.19550342130987292,434.48039804218104
5168.015,1382.1441666666667,-8580.771666666667,10.210833333333333,143.1375,-16.920833333333334,118685.9564416668,4150.131715972217,62910.03119722216,12883.843049305531,491419.9435937492,21187.176232638838,6119,1667,-7961,316,2342,645,4381,1149,-9343,-513,-1663,-458,8.211143695014663,78.52168538921154,0.19550342130987292,217.6819389503359
5415.513333333333,1406.7725,-8427.839166666667,18.576666666666668,38.7,-27.4575,93150.164822222,1589.1990770833384,51724.37829930559,5297.540788888898,346233.08999999834,7244.618193750009,6012,1596,-7924,297,1628,377,4801,1274,-9094,-287,-1950,-354,7.624633431085043,63.5827573702497,1.3685239491691104,163.1237956436524
5056.835,1509.89,-8630.231666666667,-0.98,81.04583333333333,-7.6375,71059.0877749999,6963.184566666675,51806.511330555535,35206.98459999998,500953.1870659722,54365.709427083515,5729,1952,-7790,627,2817,1468,4398,1171,-9572,-1007,-2919,-836,8.406647116324535,68.5503046606945,0.7820136852394917,202.7596120990837
5376.7975,1503.0525,-8437.72,19.523333333333333,27.505,-26.5175,97251.6131604167,2290.8980770833373,55078.39826666665,5989.7477888889025,580619.786641667,9629.389693749989,5970,1774,-7822,273,2433,566,4386,1232,-9211,-440,-3596,-421,8.211143695014663,65.86074221279043,0.39100684261974583,219.422634759582
5483.315,1536.0241666666666,-8364.355833333333,18.384166666666665,149.84916666666666,-34.03333333333333,62916.1591083334,2587.186915972224,42945.13754930558,8692.588249305543,744680.2747493052,11212.668888888895,6320,1750,-7612,627,2787,395,4672,1359,-9128,-385,-4804,-580,8.993157380254154,68.00845207970895,0.5865102639296187,333.83682958227183
3924.335,1444.5366666666666,-9190.590833333334,-0.5358333333333334,88.81666666666666,6.265,142138.58444166684,13698.748655555532,72602.51841597234,63728.58704930575,1419034.0213888846,94691.06310833317,5133,2074,-8127,1322,5110,1559,2921,1064,-10046,-1360,-5218,-1409,3.3235581622678394,103.3013381326573,0.39100684261974583,567.9616827696503
3844.286666666667,1449.1466666666668,-9225.350833333334,28.395,-67.97083333333333,-41.51083333333333,168463.48282222214,18358.02182222223,78682.46441597214,41770.83230833334,1151149.5549826364,83963.27821597218,5133,2116,-8127,1023,2561,1139,2977,473,-10046,-994,-5218,-1342,3.5190615835777126,106.89752401163143,0.19550342130987292,370.4647512662942
5127.690833333333,1411.0291666666667,-8602.426666666666,21.641666666666666,78.66916666666667,-28.6825,84079.88691597199,1653.6116493055538,41766.31962222222,4315.971597222224,280658.8863826392,7652.531693749991,5763,1623,-8042,218,1824,267,4401,1249,-9140,-244,-1547,-415,8.79765395894428,52.66461569786202,0.39100684261974583,166.23912638129627
5103.425,1412.2483333333332,-8616.595,20.964166666666667,31.52166666666667,-27.3775,107293.31104166694,2481.624997222221,55597.235975,6465.61788263889,409756.4895305557,11909.569993749992,5763,1642,-8042,553,1824,437,3729,1183,-9943,-251,-3486,-665,8.79765395894428,52.36188345278761,0.9775171065493646,200.53118834469646
4217.668333333333,1418.9458333333334,-9065.734166666667,20.43166666666667,-63.6525,-19.205,244019.3133305555,8725.779565972196,142633.84683263878,28066.876997222298,1982227.4284104125,98602.29464166657,5555,2155,-7719,895,5397,2602,2811,834,-10774,-1238,-7913,-1269,9.188660801564026,150.90407567785752,0.5865102639296187,660.6375458173626
4237.0275,1389.4991666666667,-9064.875,11.111666666666666,139.66,-26.195833333333333,133497.0300770828,2408.9949993055416,36381.95270833333,4372.997530555561,212837.5244,7120.007482638881,4847,1564,-8596,242,1866,248,3229,1252,-9680,-238,-968,-360,8.602150537634408,45.32263342389306,0.19550342130987292,239.15954170940594
4676.310833333333,1434.545,-8846.9675,19.955,-53.20166666666667,-45.9175,149099.69588263883,14526.959641666675,92194.37477708339,35171.271308333366,796762.5676638887,77684.46569374998,5880,2067,-7461,992,4324,1242,3622,917,-10166,-958,-4730,-1348,7.233626588465298,116.85872399143152,0.19550342130987292,377.69419389082896
4437.2825,1490.3625,-8950.095,35.16,110.44083333333333,-67.44083333333333,124311.94769374974,14349.574427083213,61722.44764166662,47334.96773333346,415052.76483263937,106510.50983263929,5140,2067,-8086,992,2220,1706,3610,917,-9995,-1055,-2340,-1348,8.602150537634408,83.08126794794515,0.39100684261974583,235.07824391164593
4783.224166666667,1457.9741666666666,-8791.776666666667,20.321666666666665,65.60916666666667,-19.835833333333333,65854.7139159723,2842.8184993055556,28113.18678888887,4896.586530555558,349704.11141597154,10791.602215972216,5914,1696,-8093,419,1610,316,4281,1237,-9372,-196,-3127,-555,3.5190615835777126,56.21191139114414,0.19550342130987292,223.55885062885937
4710.819166666667,1470.75,-8822.785833333333,33.785,61.61083333333333,-50.975,69873.94646597217,15039.859166666667,66828.37329930573,42960.12044166666,675969.7210493058,71242.5060416664,5345,2133,-7319,895,3848,1913,4130,773,-9900,-1446,-4682,-1354,8.406647116324535,95.17797191257793,0.19550342130987292,520.2632351747231
3739.2716666666665,1297.4683333333332,-9294.066666666668,28.965,68.66166666666666,-5.765,116620.72119722213,19549.98899722223,60084.11888888884,39078.050441666775,748649.6255305555,52030.06310833337,4542,1718,-8278,1005,2647,651,2855,861,-10041,-543,-3645,-1446,7.624633431085043,93.09670077929053,0.39100684261974583,266.7115994595918
4256.1225,1332.3075,-9064.316666666668,12.950833333333334,56.76083333333333,-36.46083333333333,166116.39416041647,9709.77294375002,63275.55305555551,23588.07841597217,879139.2202993055,42812.22179930549,5526,1845,-8066,675,4080,572,3363,995,-9663,-610,-2462,-1049,3.1280547409579667,97.08011030995507,0.39100684261974583,315.55832602336267
4593.721666666666,1332.9841666666666,-8912.293333333333,21.779166666666665,37.60166666666667,-27.563333333333333,61038.67919722227,2113.8305826388914,28626.113955555527,4035.67206597222,329754.1946638903,7847.505988888882,5048,1530,-8520,236,2116,200,3798,1161,-9509,-171,-2243,-348,6.647116324535679,50.129577039952224,0.5865102639296187,162.63987571201773
4821.915,1326.5325,-8788.8575,7.945,34.34916666666667,-0.23083333333333333,70426.62277500014,18106.825610416745,48873.93552708335,40773.505308333326,519988.15724930534,41115.09754930556,5602,1969,-7942,797,2263,1316,3761,834,-9909,-1135,-3682,-812,9.188660801564026,72.12316187765994,0.19550342130987292,457.38724526084553
4768.595,1381.7891666666667,-8813.709166666667,24.8225,34.409166666666664,-28.82,13481.697641666646,1580.7613826388915,10818.24458263893,3522.714327083338,93988.45674930535,6268.42593333333,5189,1528,-8523,328,1470,206,4486,1178,-9299,-116,-1365,-446,8.01564027370479,22.9935294593952,0.39100684261974583,96.92965654248971
4213.2733333333335,1257.4491666666668,-9102.098333333333,17.685,94.34833333333333,-20.175833333333333,149740.87695555543,2659.444082638888,54030.49699722222,5905.140774999991,579550.913663889,18586.96324930555,5145,1532,-8520,364,2397,736,3434,1071,-9817,-354,-4139,-629,7.429130009775171,60.48802093712048,0.39100684261974583,391.62410820091674
4556.8358333333335,1312.0508333333332,-8934.9275,-7.520833333333333,109.28833333333333,16.135833333333334,85096.02054930555,7029.479915972219,53969.045577083314,42207.057899306215,492693.70853055565,49138.40904930568,5565,1757,-8095,864,2927,1547,4012,893,-9797,-1238,-2846,-769,8.993157380254154,73.42215151375463,0.39100684261974583,298.87902863011624
4182.856666666667,1272.5683333333334,-9114.101666666667,32.41583333333333,-24.6175,-24.9175,101525.62612222217,3320.0653305555543,35251.227997222224,5780.226249305541,370685.4695270835,11537.660693749998,4779,1457,-8506,364,1372,456,3287,983,-9704,-171,-3291,-342,9.579667644183774,41.89302766111301,0.9775171065493646,160.24005724676775
4580.5775,1313.5275,-8923.281666666666,19.441666666666666,38.2775,-27.926666666666666,22889.4206604167,1562.134243749997,17128.54899722222,3454.104930555573,198002.7788270833,8028.142955555572,4918,1486,-8518,212,1738,377,4115,1152,-9463,-232,-2462,-354,8.993157380254154,44.66056350023039,0.19550342130987292,96.41471210279278
4692.1875,1195.2366666666667,-8881.163333333334,28.6925,57.784166666666664,-12.951666666666666,52878.149010416666,15889.49065555553,44684.15998888887,36844.409610416595,386017.35758263787,23091.554330555624,5287,1515,-7761,816,3848,389,4252,575,-9726,-769,-2761,-873,9.188660801564026,96.4390212618663,0.19550342130987292,331.3434343607101
4279.645,1347.3258333333333,-9047.679166666667,59.3525,-67.95416666666667,-60.485,107865.14230833325,14696.68133263891,53105.706232638884,35639.84324375004,486090.8370659718,52276.69977500007,5270,1850,-8134,706,2226,1492,3243,966,-9917,-1348,-4486,-726,7.429130009775171,58.853601920230474,0.39100684261974583,195.46330084678604
4382.355833333333,1297.3758333333333,-9021.935833333333,23.226666666666667,127.985,-33.4475,40241.035882638935,1730.1345826388886,18533.331715972286,2702.7636222222236,213336.60310833462,6477.103910416676,4830,1435,-8635,175,2208,352,3314,1154,-9611,-171,-797,-275,7.233626588465298,47.125447253852855,0.19550342130987292,275.82567307310615
4350.128333333333,1400.3608333333334,-9016.841666666667,20.505,30.996666666666666,-25.208333333333332,75462.97019722212,2324.8606326388885,30221.556597222225,3657.9483083333394,345161.13832222176,8890.861597222229,5065,1662,-8518,261,1805,377,3698,1208,-9663,-153,-3505,-397,8.602150537634408,42.992827565925396,0.7820136852394917,202.78119707095965
4428.908333333334,1384.15,-8982.851666666667,-16.243333333333332,11.309166666666666,43.80166666666667,102309.96159722218,64206.4225000001,96746.81466388889,154626.5957888889,1410113.630249307,728591.6539972224,5499,1991,-7924,1431,3653,4474,3041,-194,-10239,-2202,-7291,-4147,8.79765395894428,104.43230065129221,0.19550342130987292,405.81830526225644
4573.049166666667,1138.0591666666667,-8954.0525,28.070833333333333,70.3025,-0.7316666666666667,37351.20508263887,16330.730665972325,30711.511410416642,27336.63414930551,268664.19266041653,22211.434663888907,5057,1457,-8208,584,1580,620,3988,668,-9756,-616,-2480,-683,7.429130009775171,55.61612733498835,0.19550342130987292,232.119922467318
4593.581666666667,1172.5975,-8941.466666666667,21.884166666666665,-19.885833333333334,-23.7,157717.44833055564,8029.312160416663,130032.92722222216,9187.712415972219,1619256.8961326396,33301.756666666595,5697,1579,-7431,407,4214,1035,3319,634,-10327,-653,-6468,-812,7.233626588465298,138.60118136241076,0.39100684261974583,510.894227648375
4627.1241666666665,1073.7333333333333,-8935.6,31.050833333333333,82.3325,-32.31583333333333,35875.05374930543,3017.125555555568,26883.280000000126,5557.788249305552,329668.3936104168,8163.9444159722325,5140,1286,-8254,273,2214,218,3851,839,-9528,-177,-2572,-427,9.775171065493646,53.99356556361736,0.19550342130987292,320.4255590913421
4568.0475,1069.0983333333334,-8967.145,12.095,68.9175,-18.300833333333333,25760.046910416684,5146.826997222232,30538.200641666645,9502.559308333352,285000.44236041646,18048.42366597227,5067,1337,-8339,377,1817,444,3995,548,-9582,-488,-2279,-799,8.602150537634408,69.3174182364698,0.19550342130987292,219.37129034951494
4613.51,1096.5008333333333,-8942.636666666667,22.050833333333333,6.14,-28.320833333333333,21083.30823333335,1655.843332638892,23237.401322222227,2365.44324930555,301788.1270666667,6858.322899305551,5133,1254,-8120,291,1439,322,4003,905,-9753,-196,-4023,-476,8.602150537634408,49.941143902857235,0.19550342130987292,152.14102068151854
